Date,Open,High,Low,Close,Adj Close,Volume
2018-11-02,1678.589966,1697.439941,1651.829956,1665.530029,1665.530029,6955500
2018-11-05,1657.569946,1658.089966,1596.359985,1627.800049,1627.800049,5624700
2018-11-06,1618.349976,1665.000000,1614.550049,1642.810059,1642.810059,4257400
2018-11-07,1673.000000,1759.229980,1664.079956,1755.489990,1755.489990,8192200
2018-11-08,1755.000000,1784.000000,1725.109985,1754.910034,1754.910034,6534900
2018-11-09,1732.500000,1743.920044,1701.869995,1712.430054,1712.430054,5902200
2018-11-12,1698.239990,1708.550049,1630.010010,1636.849976,1636.849976,6806200
2018-11-13,1649.290039,1677.060059,1613.750000,1631.170044,1631.170044,5933300
2018-11-14,1656.319946,1673.000000,1597.069946,1599.010010,1599.010010,6486900
2018-11-15,1581.010010,1624.819946,1546.510010,1619.439941,1619.439941,8427300
2018-11-16,1587.500000,1614.479980,1573.119995,1593.410034,1593.410034,6066100
2018-11-19,1577.010010,1581.189941,1503.359985,1512.290039,1512.290039,7790000
2018-11-20,1437.500000,1534.750000,1420.000000,1495.459961,1495.459961,10878800
2018-11-21,1542.989990,1550.000000,1515.000000,1516.729980,1516.729980,5716800
2018-11-23,1517.000000,1536.199951,1501.810059,1502.060059,1502.060059,2707600
2018-11-26,1539.000000,1584.810059,1524.219971,1581.329956,1581.329956,6257700
2018-11-27,1575.989990,1597.650024,1558.010010,1581.420044,1581.420044,5783200
2018-11-28,1613.920044,1681.449951,1601.219971,1677.750000,1677.750000,8458700
2018-11-29,1674.989990,1689.989990,1652.329956,1673.569946,1673.569946,6613200
2018-11-30,1679.500000,1696.000000,1666.500000,1690.170044,1690.170044,5761800
2018-12-03,1769.459961,1778.339966,1730.000000,1772.359985,1772.359985,6862300
2018-12-04,1756.000000,1770.339966,1665.000000,1668.400024,1668.400024,8694500
2018-12-06,1614.869995,1701.050049,1609.849976,1699.189941,1699.189941,8789400
2018-12-07,1705.069946,1718.930054,1625.459961,1629.130005,1629.130005,7576100
2018-12-10,1623.839966,1657.989990,1590.869995,1641.030029,1641.030029,7494800
2018-12-11,1678.000000,1679.469971,1619.599976,1643.239990,1643.239990,6244700
2018-12-12,1669.000000,1704.989990,1660.270020,1663.540039,1663.540039,6598000
2018-12-13,1680.000000,1692.119995,1641.500000,1658.380005,1658.380005,5271300
2018-12-14,1638.000000,1642.569946,1585.000000,1591.910034,1591.910034,6367200
2018-12-17,1566.000000,1576.130005,1505.010010,1520.910034,1520.910034,8829800
2018-12-18,1540.000000,1567.550049,1523.010010,1551.479980,1551.479980,6523000
2018-12-19,1543.050049,1584.530029,1483.180054,1495.079956,1495.079956,8792200
2018-12-20,1484.000000,1509.500000,1432.689941,1460.829956,1460.829956,9991800
2018-12-21,1464.989990,1480.000000,1363.959961,1377.449951,1377.449951,13640300
